,airline,departure_time,stops,class,duration,days_left,price
51509,Air_India,Evening,one,Economy,8.58,43,5641
260896,Vistara,Early_Morning,one,Business,13.25,42,60396
269429,Vistara,Evening,one,Business,25.67,36,52287
245129,Vistara,Morning,one,Business,6.0,6,42521
113533,Indigo,Morning,one,Economy,8.58,34,1694
135064,Vistara,Afternoon,one,Economy,5.92,46,6711
225862,Vistara,Early_Morning,one,Business,10.58,10,60813
92896,GO_FIRST,Early_Morning,one,Economy,8.83,44,4250
21009,Indigo,Morning,one,Economy,8.08,7,5955
107961,Indigo,Morning,one,Economy,9.92,38,5546
128442,Vistara,Morning,one,Economy,11.58,8,17739
168589,Vistara,Afternoon,one,Economy,9.92,31,5441
251581,Air_India,Evening,one,Business,24.17,35,54684
50166,Air_India,Morning,one,Economy,10.42,37,3489
11021,Vistara,Night,one,Economy,10.0,7,10680
182654,Vistara,Afternoon,one,Economy,9.92,18,8803
230350,Air_India,Morning,one,Business,14.17,6,54608
45319,Indigo,Late_Night,one,Economy,7.17,14,6921
159353,Indigo,Evening,one,Economy,7.33,8,15058
244734,Air_India,Early_Morning,zero,Business,1.92,48,23484
252733,Vistara,Morning,one,Business,14.08,48,67004
277894,Vistara,Evening,one,Business,14.25,12,58315
16410,Air_India,Early_Morning,one,Economy,14.0,32,6367
273787,Vistara,Early_Morning,one,Business,15.58,28,55983
16299,GO_FIRST,Early_Morning,one,Economy,8.17,32,4020
100689,Air_India,Morning,one,Economy,10.83,38,6473
12271,SpiceJet,Evening,one,Economy,16.67,13,13515
124961,Air_India,Afternoon,one,Economy,19.92,34,6868
243212,Air_India,Afternoon,one,Business,7.58,26,49613
163979,Indigo,Evening,zero,Economy,1.5,39,3096
188631,Vistara,Early_Morning,one,Economy,9.58,11,11069
299469,Vistara,Morning,one,Business,22.08,35,41064
122890,Indigo,Early_Morning,one,Economy,6.33,22,6489
27863,Air_India,Morning,one,Economy,6.92,44,6542
55129,Air_India,Evening,one,Economy,24.75,15,8148
215294,Air_India,Evening,one,Business,17.33,42,42457
98548,AirAsia,Evening,two_or_more,Economy,15.25,27,2203
137048,Vistara,Night,one,Economy,26.25,13,10961
249218,Vistara,Early_Morning,one,Business,6.0,8,69356
240170,Vistara,Morning,zero,Business,1.5,32,17604
185648,Indigo,Afternoon,one,Economy,9.33,37,5803
20379,Indigo,Evening,one,Economy,4.17,3,6932
45424,GO_FIRST,Evening,zero,Economy,2.08,15,2339
181433,Vistara,Early_Morning,one,Economy,16.75,10,16319
253508,Vistara,Evening,one,Business,25.75,12,62188
74004,Vistara,Early_Morning,one,Economy,5.08,27,4784
68183,Vistara,Afternoon,one,Economy,17.83,38,5949
114316,Air_India,Evening,zero,Economy,1.42,40,1977
4530,Indigo,Afternoon,one,Economy,3.83,24,3968
63327,Air_India,Early_Morning,one,Economy,6.5,12,11508
147862,Indigo,Night,one,Economy,3.92,48,4367
234427,Air_India,Morning,one,Business,8.08,6,45230
79013,Vistara,Early_Morning,one,Economy,14.25,14,11129
83261,Vistara,Afternoon,two_or_more,Economy,8.08,43,7904
253400,Vistara,Night,one,Business,22.25,11,51817
86126,Air_India,Evening,one,Economy,21.75,12,15469
185083,Air_India,Morning,one,Economy,5.33,34,3654
97154,Vistara,Morning,one,Economy,8.58,19,7212
227175,Air_India,Morning,one,Business,27.5,23,44013
190688,Indigo,Night,one,Economy,9.0,26,3689
293473,Vistara,Morning,one,Business,6.25,3,107597
221372,Vistara,Afternoon,one,Business,5.42,41,51697
287853,Vistara,Early_Morning,one,Business,7.08,6,65872
230539,Air_India,Evening,one,Business,14.92,8,62549
180173,Indigo,Evening,one,Economy,4.67,45,9435
281018,Vistara,Night,one,Business,15.25,15,71117
48425,AirAsia,Afternoon,one,Economy,12.25,29,2336
102577,Vistara,Early_Morning,one,Economy,13.25,48,7212
209438,Vistara,Afternoon,one,Business,8.25,27,41281
35389,Indigo,Afternoon,one,Economy,7.17,1,13762
198450,Vistara,Morning,one,Economy,22.83,9,16173
156102,Vistara,Afternoon,one,Economy,11.25,31,5656
274892,Air_India,Morning,one,Business,7.58,5,47926
299018,Vistara,Morning,one,Business,10.17,25,89537
231671,Air_India,Evening,one,Business,14.92,21,54608
241688,Vistara,Early_Morning,one,Business,9.83,5,57453
42144,Indigo,Early_Morning,one,Economy,8.33,44,3389
190104,Indigo,Afternoon,one,Economy,8.75,22,2857
230239,Air_India,Morning,zero,Business,1.67,5,20684
217376,Air_India,Evening,one,Business,11.92,24,57405
55416,Vistara,Night,zero,Economy,1.83,17,2074
239888,Air_India,Afternoon,one,Business,7.58,28,45693
153945,AirAsia,Evening,one,Economy,7.58,15,6131
120584,Vistara,Morning,one,Economy,11.17,8,19201
183233,Vistara,Morning,one,Economy,4.75,22,5206
113806,Air_India,Late_Night,one,Economy,18.58,36,4905
84091,AirAsia,Early_Morning,one,Economy,14.33,1,9799
151588,Indigo,Evening,one,Economy,10.0,39,3015
128576,Air_India,Evening,one,Economy,25.08,9,18893
188379,Vistara,Early_Morning,one,Economy,8.08,9,14014
196047,AirAsia,Evening,zero,Economy,0.92,30,1548
200551,Air_India,Early_Morning,one,Economy,26.5,28,5736
32660,Air_India,Morning,one,Economy,10.92,31,4209
104522,GO_FIRST,Evening,one,Economy,12.5,15,5177
90136,SpiceJet,Evening,zero,Economy,2.75,31,4500
64380,Indigo,Morning,one,Economy,5.92,18,5038
158130,Vistara,Morning,one,Economy,5.5,46,5668
40480,Indigo,Morning,one,Economy,10.0,34,4729
56618,GO_FIRST,Evening,one,Economy,14.5,23,4341
172220,GO_FIRST,Morning,one,Economy,11.58,16,5292
138656,GO_FIRST,Afternoon,one,Economy,7.08,24,6488
299240,Vistara,Night,one,Business,19.92,30,51457
166555,Air_India,Night,one,Economy,23.25,12,14533
131049,SpiceJet,Night,one,Economy,24.17,24,5339
2289,Air_India,Morning,one,Economy,11.5,13,15930
40754,Air_India,Morning,one,Economy,24.25,36,3988
96692,Air_India,Morning,one,Economy,9.58,17,6158
256651,Vistara,Morning,one,Business,7.25,13,56588
35426,SpiceJet,Early_Morning,one,Economy,5.25,2,7425
247804,Air_India,Evening,one,Business,17.08,39,42521
110141,Air_India,Evening,one,Economy,26.67,6,8592
51029,SpiceJet,Early_Morning,one,Economy,4.75,41,3342
18416,AirAsia,Evening,one,Economy,7.5,42,3090
17677,Indigo,Night,one,Economy,10.0,38,4688
224381,Air_India,Early_Morning,zero,Business,2.83,41,27864
258184,Vistara,Morning,one,Business,23.33,37,37985
2885,Air_India,Evening,one,Economy,27.17,16,7156
130975,Air_India,Night,one,Economy,19.33,23,8434
49821,Vistara,Early_Morning,one,Economy,10.5,35,6156
177748,Air_India,Evening,one,Economy,18.67,19,6295
408,Vistara,Evening,zero,Economy,2.25,4,5955
206453,Indigo,Morning,zero,Economy,1.25,47,1551
134339,Vistara,Evening,one,Economy,21.75,42,6067
120387,Vistara,Night,one,Economy,21.5,7,13524
209156,Air_India,Early_Morning,one,Business,26.42,24,53164
75346,Air_India,Early_Morning,one,Economy,12.25,36,4173
269185,Vistara,Morning,one,Business,12.42,32,60978
202711,SpiceJet,Early_Morning,zero,Economy,1.25,3,4202
167099,Air_India,Night,zero,Economy,1.5,18,2091
76326,Indigo,Morning,one,Economy,4.25,42,8516
230225,Vistara,Evening,one,Business,18.25,4,84512
93826,AirAsia,Morning,one,Economy,7.17,49,2723
198143,Indigo,Afternoon,one,Economy,6.92,6,10712
58907,Vistara,Evening,one,Economy,15.08,35,6450
218674,Air_India,Afternoon,one,Business,28.08,43,57405
51818,AirAsia,Night,one,Economy,6.25,45,2336
35830,Indigo,Night,zero,Economy,2.83,6,7425
37155,AirAsia,Evening,one,Economy,15.75,15,3918
227242,Air_India,Morning,one,Business,6.92,24,29764
256365,Air_India,Morning,one,Business,13.17,8,56476
245138,Air_India,Early_Morning,one,Business,12.58,6,42521
176991,Indigo,Evening,zero,Economy,1.25,10,6658
271047,Vistara,Afternoon,one,Business,18.33,18,70510
80950,SpiceJet,Early_Morning,zero,Economy,2.0,28,3140
164993,Air_India,Morning,one,Economy,11.83,45,4363
104380,Indigo,Early_Morning,one,Economy,3.92,14,5231
11699,GO_FIRST,Afternoon,one,Economy,4.75,11,7424
191630,Indigo,Evening,one,Economy,6.33,33,1830
276974,Vistara,Afternoon,zero,Business,2.25,45,24234
136825,AirAsia,Morning,one,Economy,9.25,12,4555
217716,Air_India,Morning,one,Business,14.67,29,53209
178786,Vistara,Afternoon,one,Economy,9.67,30,8437
242037,Air_India,Early_Morning,one,Business,11.0,10,49613
89649,Indigo,Evening,one,Economy,5.42,29,4049
153009,Vistara,Morning,one,Economy,6.0,7,10018
1132,Indigo,Morning,zero,Economy,2.5,8,5955
253204,Air_India,Evening,one,Business,28.5,8,51817
257423,Vistara,Morning,one,Business,8.42,25,56588
221205,Vistara,Morning,one,Business,21.5,38,51697
254131,Vistara,Early_Morning,one,Business,10.17,22,51817
147079,Air_India,Early_Morning,one,Economy,13.58,41,5145
188299,Vistara,Morning,one,Economy,10.83,8,17862
182802,Vistara,Morning,one,Economy,12.67,19,8803
115684,Vistara,Evening,one,Economy,27.08,3,12454
246702,Vistara,Morning,one,Business,14.5,25,54841
227402,Air_India,Morning,one,Business,14.17,25,50957
111028,Indigo,Afternoon,zero,Economy,1.17,14,4863
265590,Vistara,Morning,zero,Business,2.58,25,31982
272376,Vistara,Night,one,Business,20.67,45,52175
143421,Air_India,Morning,one,Economy,8.92,10,13734
281523,Air_India,Morning,one,Business,12.83,24,56590
93440,Indigo,Late_Night,one,Economy,7.08,47,3236
199560,Vistara,Night,one,Economy,20.33,19,8079
231929,Air_India,Early_Morning,one,Business,9.17,24,54608
31721,Indigo,Early_Morning,one,Economy,5.5,24,5955
186681,Indigo,Early_Morning,one,Economy,5.33,44,3361
75139,GO_FIRST,Evening,one,Economy,14.5,35,3282
263347,Air_India,Night,one,Business,13.75,38,57939
203409,Vistara,Night,one,Economy,19.92,11,11069
283884,Air_India,Early_Morning,one,Business,15.83,21,51707
182793,Vistara,Early_Morning,one,Economy,9.75,19,7551
282657,Vistara,Afternoon,one,Business,9.92,44,38099
164721,Air_India,Afternoon,one,Economy,10.92,43,4952
7865,Air_India,Morning,one,Economy,11.33,39,6181
94767,Vistara,Early_Morning,one,Economy,6.0,6,11205
202133,Indigo,Morning,two_or_more,Economy,9.33,44,6658
159110,AirAsia,Evening,one,Economy,13.42,7,4449
235166,Vistara,Night,one,Business,19.33,15,49725
159244,Indigo,Evening,zero,Economy,1.5,8,4611
110597,Vistara,Night,one,Economy,12.5,10,11205
212254,Air_India,Morning,zero,Business,2.75,6,32859
262763,Vistara,Evening,zero,Business,2.42,28,28510
224311,Vistara,Evening,zero,Business,2.83,40,27864
232361,Vistara,Early_Morning,one,Business,12.25,29,48213
287411,Vistara,Morning,one,Business,12.67,45,51707
242463,Vistara,Evening,one,Business,16.33,15,65405
280354,Vistara,Night,one,Business,13.17,3,41974
11133,AirAsia,Early_Morning,one,Economy,7.58,8,7423
258208,Vistara,Early_Morning,one,Business,15.92,37,56588
231693,Vistara,Afternoon,one,Business,10.92,21,62560
77606,Indigo,Evening,zero,Economy,1.83,4,6468
573,Vistara,Early_Morning,zero,Economy,2.17,5,5955
95197,Indigo,Early_Morning,one,Economy,7.08,9,8958
48959,Air_India,Morning,one,Economy,11.92,31,5289
207169,Vistara,Morning,one,Business,12.75,6,53164
224800,Air_India,Early_Morning,one,Business,26.92,47,45257
100388,Vistara,Evening,zero,Economy,1.75,37,2150
300051,Vistara,Early_Morning,one,Business,26.33,47,51457
286153,Vistara,Night,one,Business,13.33,20,51707
245570,Vistara,Evening,one,Business,16.75,11,54841
117514,Vistara,Evening,one,Economy,16.08,25,6161
31422,Indigo,Afternoon,one,Economy,3.92,22,5955
226807,Air_India,Early_Morning,one,Business,3.67,20,22140
182314,AirAsia,Night,one,Economy,15.5,16,5442
33896,GO_FIRST,Early_Morning,one,Economy,5.33,39,6109
106473,Indigo,Early_Morning,one,Economy,8.17,28,4392
135861,SpiceJet,Afternoon,one,Economy,17.75,4,10585
83627,Vistara,Evening,one,Economy,24.5,46,4348
203116,Vistara,Morning,one,Economy,11.17,8,8391
204316,Air_India,Night,one,Economy,14.17,21,3979
88421,Indigo,Evening,zero,Economy,2.92,23,4500
90884,Indigo,Evening,one,Economy,6.33,35,3372
132677,GO_FIRST,Morning,one,Economy,11.83,33,5507
160195,Air_India,Morning,one,Economy,31.25,14,11829
50262,GO_FIRST,Morning,one,Economy,8.0,37,6118
36985,GO_FIRST,Evening,one,Economy,5.33,14,7426
92601,AirAsia,Early_Morning,one,Economy,12.0,43,3467
45027,Indigo,Night,zero,Economy,2.08,13,5943
62128,Vistara,Morning,one,Economy,7.67,5,12557
62783,Air_India,Early_Morning,one,Economy,15.33,9,12348
139867,Indigo,Afternoon,one,Economy,6.83,32,4211
271033,Air_India,Afternoon,one,Business,19.0,18,52063
114895,Air_India,Morning,one,Economy,8.92,44,6696
285315,Air_India,Evening,one,Business,22.25,48,51707
39992,SpiceJet,Morning,one,Economy,6.42,31,7862
283859,Vistara,Morning,one,Business,11.42,21,48851
34711,Air_India,Early_Morning,one,Economy,15.92,45,5232
62127,Indigo,Morning,one,Economy,10.92,5,12191
62486,Vistara,Evening,one,Economy,15.0,7,14343
17278,GO_FIRST,Early_Morning,one,Economy,6.0,36,6832
180534,Indigo,Afternoon,one,Economy,8.0,2,15626
159795,GO_FIRST,Morning,one,Economy,13.25,12,4452
21193,Vistara,Early_Morning,zero,Economy,2.08,8,8790
143931,Vistara,Evening,one,Economy,25.17,15,8564
105966,AirAsia,Night,zero,Economy,2.42,25,3393
216816,Air_India,Evening,one,Business,18.58,16,47545
126396,Indigo,Morning,zero,Economy,2.5,43,4389
87335,Vistara,Night,one,Economy,12.0,18,4796
145098,GO_FIRST,Night,zero,Economy,2.17,25,2437
229907,Air_India,Evening,one,Business,24.33,49,29765
71846,Air_India,Evening,one,Economy,17.92,13,7584
230730,Vistara,Afternoon,one,Business,16.92,10,66928
289718,Vistara,Night,one,Business,16.17,38,65872
53779,Vistara,Evening,one,Economy,31.25,7,14686
52179,GO_FIRST,Afternoon,one,Economy,9.08,46,6068
171198,Indigo,Evening,one,Economy,7.25,7,5293
100567,Vistara,Afternoon,one,Economy,21.0,37,10639
193958,AirAsia,Evening,zero,Economy,0.92,4,3363
131574,Indigo,Night,one,Economy,10.75,27,4912
140521,Indigo,Afternoon,one,Economy,7.42,36,6702
100112,Air_India,Early_Morning,one,Economy,14.0,35,6181
53040,AirAsia,Afternoon,one,Economy,9.5,3,5101
185243,Air_India,Morning,one,Economy,24.5,35,3864
240754,Vistara,Evening,one,Business,18.08,39,60365
59298,GO_FIRST,Night,one,Economy,10.0,37,6319
191745,Air_India,Morning,one,Economy,8.75,33,6004
41987,Air_India,Early_Morning,one,Economy,26.92,43,3988
275061,Vistara,Night,one,Business,16.92,8,51382
160460,Air_India,Early_Morning,one,Economy,15.08,16,5699
255698,Vistara,Early_Morning,one,Business,12.58,45,62188
181220,Indigo,Afternoon,one,Economy,6.25,9,7877
166115,Vistara,Evening,one,Economy,15.0,8,11319
276754,Air_India,Early_Morning,one,Business,17.0,40,47586
107439,Vistara,Early_Morning,two_or_more,Economy,10.17,34,7421
87810,Air_India,Morning,one,Economy,14.58,20,5568
298666,Air_India,Afternoon,one,Business,16.33,18,40593
129687,Air_India,Afternoon,one,Economy,17.58,16,6717
16092,Vistara,Morning,one,Economy,7.58,31,4496
297613,Air_India,Morning,one,Business,12.42,39,55377
240244,Vistara,Early_Morning,zero,Business,1.5,33,17604
13079,Indigo,Morning,one,Economy,9.92,17,6008
97495,Vistara,Morning,one,Economy,7.92,21,6568
275886,Vistara,Early_Morning,zero,Business,2.17,24,30808
107810,Indigo,Night,one,Economy,10.0,37,3867
68222,GO_FIRST,Evening,one,Economy,14.0,38,5817
50643,Vistara,Morning,one,Economy,4.92,39,5232
33959,GO_FIRST,Morning,one,Economy,6.5,40,3989
1189,Vistara,Afternoon,one,Economy,19.25,8,9840
177994,Air_India,Early_Morning,one,Economy,12.5,22,4964
29363,Vistara,Evening,zero,Economy,2.25,7,6375
47482,GO_FIRST,Night,one,Economy,11.33,24,5942
94824,Vistara,Morning,one,Economy,10.08,6,15469
180481,Vistara,Night,one,Economy,22.33,49,6287
97247,Indigo,Evening,one,Economy,4.83,20,4557
221259,Air_India,Evening,one,Business,28.33,39,47408
248912,Air_India,Night,one,Business,13.17,5,54684
68158,GO_FIRST,Evening,one,Economy,14.5,38,5310
213294,Air_India,Early_Morning,one,Business,16.0,18,52522
172267,Vistara,Evening,one,Economy,24.42,16,7220
163850,GO_FIRST,Night,one,Economy,5.92,38,4165
25724,Air_India,Morning,one,Economy,10.25,33,4559
214757,Vistara,Morning,one,Business,14.0,35,57017
162878,Indigo,Early_Morning,zero,Economy,1.33,32,3096
185105,Air_India,Afternoon,one,Economy,19.33,34,3916
287748,Vistara,Morning,one,Business,11.42,4,88787
56775,Indigo,Afternoon,zero,Economy,1.75,24,2493
229271,Vistara,Evening,zero,Business,2.17,43,29980
161378,GO_FIRST,Early_Morning,one,Economy,10.75,22,4165
83974,Indigo,Morning,zero,Economy,2.08,49,3000
28478,Indigo,Night,zero,Economy,2.08,48,3999
124969,Air_India,Evening,one,Economy,21.67,34,8425
30909,Indigo,Night,zero,Economy,2.25,19,3013
96471,GO_FIRST,Morning,zero,Economy,1.67,16,4853
35256,Indigo,Evening,zero,Economy,2.33,49,3433
233302,Vistara,Morning,one,Business,10.08,39,69168
210971,Vistara,Evening,one,Business,6.0,40,60713
59444,Air_India,Morning,one,Economy,22.92,38,6082
182320,Indigo,Afternoon,one,Economy,8.0,16,5833
273921,Vistara,Night,one,Business,23.83,31,55983
15662,Vistara,Morning,one,Economy,11.17,29,4496
294619,Vistara,Afternoon,one,Business,5.25,25,44144
43259,Air_India,Early_Morning,zero,Economy,2.25,3,5943
56402,Indigo,Evening,one,Economy,4.08,22,4056
188700,AirAsia,Evening,one,Economy,8.5,12,5880
91166,Vistara,Evening,zero,Economy,2.67,36,4502
205836,Indigo,Afternoon,one,Economy,10.08,40,1105
6372,Vistara,Early_Morning,one,Economy,6.5,32,7575
35219,Vistara,Early_Morning,zero,Economy,2.33,49,2022
36837,GO_FIRST,Early_Morning,one,Economy,15.33,13,7426
263952,Vistara,Night,one,Business,23.17,49,61583
214450,Air_India,Morning,one,Business,9.5,32,42457
258362,Vistara,Night,one,Business,10.17,40,37985
165164,Vistara,Morning,one,Economy,24.5,46,6593
229990,Air_India,Night,one,Business,18.08,1,34134
91497,Vistara,Early_Morning,one,Economy,7.75,38,3811
189653,Vistara,Evening,one,Economy,18.42,18,10503
291360,Vistara,Morning,one,Business,12.08,18,49553
263901,Vistara,Night,one,Business,16.08,48,66063
149275,AirAsia,Night,one,Economy,10.0,16,3961
216585,Vistara,Early_Morning,two_or_more,Business,10.92,12,84222
152648,Vistara,Morning,zero,Economy,2.33,3,9703
270336,Vistara,Morning,one,Business,23.42,4,52175
125080,Vistara,Night,one,Economy,17.5,35,6461
27110,Vistara,Morning,one,Economy,8.0,40,7221
52076,Indigo,Early_Morning,zero,Economy,2.25,46,2738
291213,Vistara,Evening,one,Business,14.75,15,74305
290924,Vistara,Night,one,Business,14.5,11,56273
175790,Indigo,Early_Morning,one,Economy,6.33,45,4390
108771,Vistara,Early_Morning,two_or_more,Economy,14.83,43,6956
156576,GO_FIRST,Early_Morning,zero,Economy,2.0,35,2276
143194,Air_India,Night,one,Economy,22.83,8,12054
163214,Vistara,Night,zero,Economy,1.42,34,3646
115575,Vistara,Evening,one,Economy,26.42,1,12454
23390,Air_India,Morning,one,Economy,23.83,20,5805
3044,Vistara,Afternoon,one,Economy,19.25,17,5857
40992,GO_FIRST,Night,one,Economy,10.67,37,4896
249875,Air_India,Afternoon,one,Business,8.25,16,54684
32176,AirAsia,Morning,one,Economy,8.17,28,2050
262244,Vistara,Night,one,Business,14.42,18,68303
253178,Vistara,Evening,one,Business,15.75,7,70588
109420,AirAsia,Morning,one,Economy,11.83,48,3393
8014,Vistara,Early_Morning,one,Economy,15.42,40,4691
33116,Vistara,Night,one,Economy,12.42,34,5761
268721,Vistara,Night,one,Business,12.25,25,52287
252894,Air_India,Evening,one,Business,18.67,3,61628
67044,Air_India,Early_Morning,one,Economy,7.5,32,4977
134175,GO_FIRST,Afternoon,one,Economy,8.92,41,5888
231999,Vistara,Morning,zero,Business,1.67,25,20684
253138,Vistara,Evening,one,Business,15.25,7,57529
89559,AirAsia,Early_Morning,one,Economy,6.92,29,2723
235750,Air_India,Night,zero,Business,2.75,22,31436
192625,Indigo,Early_Morning,zero,Economy,1.83,40,3000
298705,Air_India,Evening,one,Business,5.5,19,40593
217575,Vistara,Night,one,Business,23.25,27,53209
210974,Air_India,Evening,zero,Business,2.0,41,22152
5060,GO_FIRST,Early_Morning,one,Economy,11.75,26,5954
65604,Vistara,Early_Morning,one,Economy,15.25,24,6634
185913,Vistara,Afternoon,one,Economy,10.5,39,4971
287716,Air_India,Afternoon,one,Business,21.33,4,45185
255201,Vistara,Evening,one,Business,24.92,38,51817
288342,Vistara,Afternoon,one,Business,9.92,14,76612
94161,Air_India,Early_Morning,one,Economy,17.42,2,8854
198098,AirAsia,Morning,one,Economy,3.75,5,17164
89005,Vistara,Evening,one,Economy,13.58,26,4111
295403,Vistara,Morning,one,Business,8.0,40,44144
194200,Air_India,Morning,two_or_more,Economy,14.0,7,11501
255465,Vistara,Night,one,Business,19.17,42,51817
166281,Vistara,Night,one,Economy,23.33,10,7927
220570,Vistara,Early_Morning,one,Business,4.75,27,53937
85353,AirAsia,Evening,one,Economy,6.17,9,7484
183495,Indigo,Afternoon,one,Economy,10.0,24,3857
238605,Vistara,Afternoon,one,Business,8.25,10,66077
220892,Air_India,Early_Morning,one,Business,14.58,33,39321
14557,Indigo,Morning,one,Economy,9.75,24,4249
172052,Vistara,Morning,one,Economy,7.75,14,11319
161524,Vistara,Morning,one,Economy,6.17,23,4660
198748,Vistara,Night,one,Economy,21.0,12,11069
51668,Indigo,Morning,one,Economy,6.42,44,3752
54831,Vistara,Morning,one,Economy,4.58,13,13871
206652,Vistara,Morning,one,Economy,11.17,49,6015
206812,Vistara,Night,one,Business,26.42,3,43521
122259,Indigo,Early_Morning,zero,Economy,2.5,19,3999
239649,Vistara,Evening,zero,Business,1.58,25,17604
290228,Vistara,Night,one,Business,13.17,47,60160
16641,GO_FIRST,Early_Morning,one,Economy,8.83,33,6919
247649,Vistara,Evening,one,Business,13.58,37,50361
101540,Indigo,Morning,one,Economy,5.08,43,3153
212095,Vistara,Afternoon,one,Business,17.33,3,71801
188300,Vistara,Early_Morning,one,Economy,11.42,8,19586
147364,GO_FIRST,Early_Morning,one,Economy,9.67,43,6115
283927,Air_India,Early_Morning,one,Business,12.67,22,51707
162946,Vistara,Early_Morning,one,Economy,9.67,32,4660
224925,Air_India,Evening,one,Business,13.42,49,45257
230828,Vistara,Morning,one,Business,11.42,11,66928
11448,Air_India,Morning,one,Economy,11.0,9,21758
116383,Vistara,Evening,one,Economy,16.08,12,12454
51598,AirAsia,Night,zero,Economy,2.08,44,2339
35111,Indigo,Early_Morning,one,Economy,5.5,48,3457
189276,Indigo,Afternoon,zero,Economy,1.92,16,3782
49029,Vistara,Early_Morning,one,Economy,10.58,31,12138
186730,GO_FIRST,Early_Morning,one,Economy,13.58,44,4827
32562,Vistara,Morning,one,Economy,21.5,30,5772
50299,Vistara,Early_Morning,zero,Economy,2.08,38,2339
284815,Vistara,Night,one,Business,12.08,39,48851
22735,Vistara,Early_Morning,two_or_more,Economy,14.0,16,12045
202567,Indigo,Afternoon,one,Economy,7.08,49,2359
176104,Vistara,Afternoon,one,Economy,9.83,47,9901
122248,AirAsia,Early_Morning,zero,Economy,2.42,19,3999
284608,Vistara,Afternoon,one,Business,20.75,35,48851
66956,SpiceJet,Morning,one,Economy,9.83,31,7528
80222,Indigo,Night,zero,Economy,1.92,23,3000
218673,Air_India,Evening,one,Business,24.25,43,57405
264016,Air_India,Afternoon,one,Business,4.83,3,33102
23606,Indigo,Early_Morning,one,Economy,5.58,21,5955
203980,Vistara,Morning,one,Economy,10.17,17,7806
41929,AirAsia,Evening,two_or_more,Economy,16.33,43,1998
204164,Vistara,Afternoon,one,Economy,19.33,19,6032
212314,Vistara,Evening,one,Business,12.0,6,62617
280395,Vistara,Night,one,Business,10.25,4,38099
144305,GO_FIRST,Early_Morning,one,Economy,16.67,18,5574
85623,Vistara,Evening,one,Economy,13.75,10,11164
294350,Air_India,Evening,one,Business,19.5,19,60260
264648,Air_India,Evening,zero,Business,2.83,12,31982
28011,Vistara,Morning,one,Economy,8.08,45,6578
270442,Air_India,Early_Morning,one,Business,13.58,6,52063
290220,Vistara,Early_Morning,one,Business,16.0,47,57920
289187,Vistara,Early_Morning,one,Business,16.0,29,57920
143250,Vistara,Night,one,Economy,11.25,9,10381
29157,Vistara,Evening,one,Economy,15.08,5,9840
254510,Air_India,Evening,one,Business,20.67,27,60508
208185,Air_India,Morning,zero,Business,2.25,16,22152
60992,Air_India,Evening,two_or_more,Economy,24.67,46,8186
221567,Vistara,Morning,zero,Business,2.17,45,24056
260004,Vistara,Evening,one,Business,14.25,25,60396
248264,Air_India,Early_Morning,one,Business,15.25,45,35554
292343,Vistara,Morning,one,Business,10.0,32,80566
254680,Vistara,Morning,one,Business,6.58,30,60508
240207,Vistara,Early_Morning,one,Business,13.42,32,53645
284346,Vistara,Afternoon,one,Business,9.33,30,51819
207010,Vistara,Night,zero,Business,2.17,5,37048
29928,GO_FIRST,Morning,one,Economy,13.25,11,11205
84239,Vistara,Evening,one,Economy,23.83,2,13212
19596,Vistara,Morning,one,Economy,8.25,47,4496
130954,Vistara,Afternoon,one,Economy,5.92,23,7971
170753,Air_India,Night,one,Economy,42.0,1,33853
150722,Air_India,Evening,one,Economy,14.08,30,5765
53731,Vistara,Evening,one,Economy,5.75,7,11129
26819,Indigo,Morning,zero,Economy,2.17,39,3999
67734,Vistara,Evening,zero,Economy,2.58,36,4499
196722,Air_India,Early_Morning,one,Economy,10.08,37,6203
11314,AirAsia,Early_Morning,one,Economy,10.92,9,7423
61975,Indigo,Morning,one,Economy,8.25,4,12348
256068,Vistara,Evening,one,Business,16.33,4,37985
74541,Vistara,Night,one,Economy,18.25,31,4099
104709,Air_India,Night,one,Economy,25.33,16,6584
23526,Indigo,Morning,zero,Economy,2.17,21,3999
83237,GO_FIRST,Evening,one,Economy,7.0,43,4601
68460,Vistara,Early_Morning,one,Economy,12.08,39,7159
12501,AirAsia,Evening,two_or_more,Economy,7.0,15,3090
286579,Air_India,Morning,one,Business,25.33,28,51595
164985,GO_FIRST,Morning,one,Economy,14.58,45,4165
54882,GO_FIRST,Night,one,Economy,8.92,14,5102
220330,Air_India,Early_Morning,one,Business,14.42,23,47408
198687,SpiceJet,Evening,zero,Economy,2.42,12,5041
299632,Air_India,Morning,one,Business,9.42,38,51345
198100,Air_India,Early_Morning,one,Economy,13.0,5,19113
111508,Air_India,Evening,zero,Economy,1.42,18,1977
72463,Vistara,Early_Morning,one,Economy,13.42,17,4779
227918,Air_India,Early_Morning,one,Business,17.25,30,41101
291689,Vistara,Evening,one,Business,5.67,23,49553
213372,Vistara,Morning,one,Business,9.25,19,49177
261917,Air_India,Morning,zero,Business,2.5,13,28510
74896,Air_India,Early_Morning,one,Economy,11.33,33,4173
24161,GO_FIRST,Evening,one,Economy,14.5,24,5954
202730,Indigo,Morning,one,Economy,5.33,3,11101
294032,Vistara,Early_Morning,one,Business,13.92,14,44144
200915,GO_FIRST,Morning,one,Economy,5.42,32,9792
12091,Vistara,Morning,zero,Economy,2.75,13,7425
